PSG Operasyon Müdürl,PSG Operasyn mrkzi 2,Tesisat,Bildirim No,Sipariş No,ENLEM,BOYLAM,Toplam kwh,mahalle adı,ILCE_ADI,KAÇAK NEDENİ,HESAPLAMA YÖNTEMİ,NİTELİKLİ /NİTELİKSİZ DURUMU,Kulnc Drm.(CS Order),Sipariş türü,Gerçekleşen Tarih(sipariş),İşyeri/kaynak,Sonuç 1,Sonuç 1 grup kodu,Sonuç 2,Sonuç 2 grup kodu,Sonuç 3,Sonuç 3 grup kodu
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4004588302.0,594539349.0,683016913.0,41.0236394833609,29.193250104764,180,HAMİDİYE,ÇEKMEKÖY,6.0,1.0,NİTELİKLİ,OK,VC,16.05.2023,6800/50030252,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4012630049.0,594447523.0,682940165.0,40.9771629207535,29.2632396728732,180,ADİL,SULTANBEYLİ,6.0,1.0,NİTELİKLİ,OK,ZM,10.05.2023,6800/50030239,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4004953973.0,594887288.0,683305559.0,41.0212811444885,29.1436275028285,173,CEMİL MERİÇ,ÜMRANİYE,8.0,1.0,NİTELİKLİ,OK,VC,01.06.2023,6800/50030254,ŞEBEKEDEN KAÇAK HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,ŞİLE O.M.,4005130070.0,596262236.0,684485344.0,41.173785599174,29.6274083946592,172,BALİBEY,ŞİLE,4.0,1.0,NİTELİKLİ,OK,VC,25.07.2023,6800/50030237,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESME YAPILMADI.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4010488918.0,596216134.0,684444315.0,41.0184256542686,29.222836889326,171,AYDINLAR,ÇEKMEKÖY,9.0,1.0,NİTELİKLİ,OK,ZM,10.08.2023,6800/50030241,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4006003126.0,595187390.0,683569574.0,40.9989476964514,29.1358146231636,168,TATLISU,ÜMRANİYE,6.0,1.0,NİTELİKLİ,OK,ZM,15.06.2023,6800/50030260,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4003931136.0,592323234.0,681103431.0,40.9503554058822,29.1169699547757,168,KÜÇÜKYALI MERKEZ,MALTEPE,6.0,1.0,NİTELİKLİ,OK,ZM,24.01.2023,6800/50030207,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,KURTKÖY O.M.,4004762473.0,599805794.0,687499485.0,40.902167279042,29.3785157961593,162,ORTA,TUZLA,4.0,1.0,NİTELİKLİ,OK,VC,18.12.2023,6800/50030239,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4012987073.0,599232582.0,687024561.0,41.0169957877711,29.2335540106191,161,AYDINLAR,ÇEKMEKÖY,6.0,1.0,NİTELİKLİ,OK,VC,21.11.2023,6800/50030235,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4012469229.0,593535820.0,682173119.0,40.8843500493094,29.225234426558,153,YENİ,PENDİK,6.0,1.0,NİTELİKLİ,OK,VC,18.03.2023,6800/50030221,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4012469229.0,598129477.0,686064169.0,40.8843500493094,29.225234426558,153,YENİ,PENDİK,6.0,1.0,NİTELİKLİ,OK,VC,03.10.2023,6800/50030203,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4012469229.0,599010183.0,686833764.0,40.8843500493094,29.225234426558,153,YENİ,PENDİK,6.0,1.0,NİTELİKLİ,OK,VC,16.11.2023,6800/50030210,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,KADIKÖY O.M.,4004064357.0,591728188.0,680592007.0,40.9821052615636,29.0233316566868,150,CAFERAĞA,KADIKÖY,6.0,1.0,NİTELİKLİ,OK,ZM,02.01.2023,6800/50030217,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ATAŞEHİR O.M.,4004736198.0,595409741.0,683763438.0,40.9722277997127,29.1336089519928,144,FINDIKLI,MALTEPE,6.0,1.0,NİTELİKLİ,OK,VC,20.06.2023,6800/50030259,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4005700540.0,593342454.0,682006820.0,40.8866195287814,29.240008529285,144,BAHÇELİEVLER,PENDİK,6.0,1.0,NİTELİKLİ,OK,VC,14.03.2023,6800/50030213,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4004891630.0,595401395.0,683756374.0,41.0126105550155,29.16462141635,140,ESENŞEHİR,ÜMRANİYE,4.0,1.0,NİTELİKLİ,OK,VC,20.06.2023,6800/50030250,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4004936293.0,599197130.0,686994029.0,41.0022808783978,29.1535593686716,137,ŞERİFALİ,ÜMRANİYE,4.0,1.0,NİTELİKLİ,OK,VC,21.11.2023,6800/50030254,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4011899107.0,598913442.0,686749853.0,40.9243407020611,29.2174758855253,132,YAKACIK YENİ,KARTAL,6.0,1.0,NİTELİKLİ,OK,ZM,08.11.2023,6800/50030210,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4011972140.0,597163534.0,685231829.0,41.0071889944375,29.1541537754238,124,YUKARI DUDULLU,ÜMRANİYE,6.0,1.0,NİTELİKLİ,OK,ZM,01.09.2023,6800/50030254,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,ERENKÖY O.M.,4003859636.0,598415331.0,686329299.0,40.9644203061686,29.1006468487052,120,KOZYATAĞI,KADIKÖY,6.0,1.0,NİTELİKLİ,OK,ZM,16.10.2023,6800/50030207,ELEKTRONİK SAYAÇ ANADEPOYA GİDECEK,CİHAZ DEĞİŞİMİ,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK
MARMARA DAĞ. OP. MÜD,ERENKÖY O.M.,4003859636.0,598724728.0,686586095.0,40.9644203061686,29.1006468487052,120,KOZYATAĞI,KADIKÖY,6.0,1.0,NİTELİKLİ,OK,VC,27.10.2023,6800/50030207,ELEKTRONİK SAYAÇ ANADEPOYA GİDECEK,CİHAZ DEĞİŞİMİ,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK
MARMARA DAĞ. OP. MÜD,ERENKÖY O.M.,4011563654.0,593528041.0,682165991.0,40.9575921356642,29.085507918607,120,BOSTANCI,KADIKÖY,6.0,1.0,NİTELİKLİ,OK,ZM,20.03.2023,6800/50030212,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,PENDİK O.M.,4005155133.0,598528450.0,686415106.0,40.8745377445322,29.2798654663437,119,KAVAKPINAR,PENDİK,10.0,1.0,NİTELİKLİ,OK,VC,19.10.2023,6800/50030221,ÖLÇÜ DEVRESİNE MÜDAHALE.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4011185381.0,596882151.0,685001521.0,41.0201575488117,29.1497841863834,117,CEMİL MERİÇ,ÜMRANİYE,6.0,1.0,NİTELİKLİ,OK,ZM,21.08.2023,6800/50030260,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4011185381.0,597540878.0,685555882.0,41.0201575488117,29.1497841863834,117,CEMİL MERİÇ,ÜMRANİYE,6.0,1.0,NİTELİKLİ,OK,VC,12.09.2023,6800/50030254,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4011185381.0,599203277.0,687019881.0,41.0201575488117,29.1497841863834,117,CEMİL MERİÇ,ÜMRANİYE,6.0,1.0,NİTELİKLİ,OK,ZM,05.12.2023,6800/50030254,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4004658756.0,593226512.0,681953116.0,40.9648355373935,29.2464123712302,115,HASANPAŞA,SULTANBEYLİ,6.0,1.0,NİTELİKLİ,OK,ZM,07.03.2023,6800/50030237,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KADIKÖY O.M.,4004263170.0,599086878.0,686898846.0,40.9871221296455,29.0627829791278,112,MERDİVENKÖY,KADIKÖY,4.0,1.0,NİTELİKLİ,OK,VC,14.11.2023,6800/50030207,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4004607954.0,592622143.0,681365570.0,40.9673300568516,29.2660272356286,112,MEHMET AKİF,SULTANBEYLİ,6.0,1.0,NİTELİKLİ,OK,ZM,01.02.2023,6800/50030237,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4004607954.0,598410925.0,686310648.0,40.9673300568516,29.2660272356286,112,MEHMET AKİF,SULTANBEYLİ,6.0,1.0,NİTELİKLİ,OK,VC,07.11.2023,6800/51440202,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4011918878.0,592917783.0,681627867.0,41.0207856749185,29.21591559425,109,KİRAZLIDERE,ÇEKMEKÖY,6.0,1.0,NİTELİKLİ,OK,ZM,22.02.2023,6800/50030241,ELEKTRONİK SAYAÇ ANADEPOYA GİDECEK,CİHAZ DEĞİŞİMİ,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4010852199.0,592800000.0,681522102.0,41.0229655303731,29.1356669297133,101,IHLAMURKUYU,ÜMRANİYE,4.0,1.0,NİTELİKLİ,OK,VC,09.02.2023,6800/50030254,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ATAŞEHİR O.M.,4004065462.0,592828445.0,681547522.0,40.9843394436242,29.1531462400395,100,MEVLANA,ATAŞEHİR,4.0,1.0,NİTELİKLİ,OK,VC,11.02.2023,6800/50030259,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,ERENKÖY O.M.,4004490488.0,592722431.0,681454322.0,40.9782089266386,29.0922098755986,84,19 MAYIS,KADIKÖY,6.0,1.0,NİTELİKLİ,OK,VM,03.02.2023,6800/50030204,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,ERENKÖY O.M.,4004490488.0,594655522.0,683113755.0,40.9782089266386,29.0922098755986,84,19 MAYIS,KADIKÖY,6.0,1.0,NİTELİKLİ,OK,VC,18.05.2023,6800/50030204,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,TUZLA O.M.,4004184450.0,594144312.0,682685444.0,40.8370837312841,29.3626689778287,75,MİMAR SİNAN,TUZLA,6.0,1.0,NİTELİKLİ,OK,ZM,24.04.2023,6800/50030214,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4012378031.0,593118212.0,681807067.0,41.025749319233,29.1457841580268,70,CEMİL MERİÇ,ÜMRANİYE,6.0,2.0,NİTELİKLİ,OK,ZM,02.03.2023,6800/50030254,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4012378031.0,597066964.0,685154378.0,41.025749319233,29.1457841580268,70,CEMİL MERİÇ,ÜMRANİYE,6.0,1.0,NİTELİKLİ,OK,VC,24.08.2023,6800/50030254,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4012378031.0,598486568.0,686377975.0,41.025749319233,29.1457841580268,70,CEMİL MERİÇ,ÜMRANİYE,6.0,1.0,NİTELİKLİ,OK,VC,17.10.2023,6800/50030252,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4004377882.0,595471584.0,683816402.0,41.0040048131854,29.1432103706005,65,MEHMET AKİF,ÜMRANİYE,6.0,1.0,NİTELİKLİ,OK,VC,22.06.2023,6800/50030254,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,SANCAKTEPE O.M.,4004821955.0,594979886.0,683386710.0,40.9578243401912,29.286821869761,58,HAMİDİYE,SULTANBEYLİ,6.0,1.0,NİTELİKLİ,OK,ZM,06.06.2023,6800/50030243,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,BEYKOZ O.M.,4005523395.0,591650539.0,680525512.0,41.0782445201995,29.3422671580201,53,KOÇULLU,ÇEKMEKÖY,4.0,1.0,NİTELİKLİ,OK,ZM,09.01.2023,6800/50030235,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4005071990.0,598793599.0,686647585.0,40.9973035037861,29.1567770646469,48,ESENŞEHİR,ÜMRANİYE,6.0,1.0,NİTELİKLİ,OK,ZM,01.11.2023,6800/50030254,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,VANİKÖY O.M.,4004886979.0,599076872.0,686890737.0,41.083783743519,29.079788269685,25,KAVACIK,BEYKOZ,6.0,1.0,NİTELİKLİ,OK,VC,14.11.2023,6800/50030249,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4004526606.0,593811869.0,682408279.0,41.0186180282945,29.070951511587,23,BULGURLU,ÜSKÜDAR,6.0,1.0,NİTELİKLİ,OK,VC,30.03.2023,6800/50030255,KAYITTA OLMAYAN SAYAÇ(TESİSATLI).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÜMRANİYE O.M.,4005716958.0,596387638.0,684589181.0,41.0034752884436,29.093167386402,9,AŞIKVEYSEL,ATAŞEHİR,4.0,1.0,NİTELİKLİ,OK,VC,29.07.2023,6800/50030250,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KADIKÖY O.M.,4005350743.0,597446939.0,685476776.0,40.993258782695,29.0280059170428,6,OSMANAĞA,KADIKÖY,6.0,1.0,NİTELİKLİ,OK,VC,09.09.2023,6800/50030207,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Kavi Yerinde Kalacak,KAVİ İŞLEMLERİ
MARMARA DAĞ. OP. MÜD,KARTAL O.M.,4005967987.0,596624439.0,684790207.0,40.9014779956401,29.1980326594108,2,ESENTEPE,KARTAL,4.0,1.0,NİTELİKLİ,OK,VC,07.08.2023,6800/50030221,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ATAŞEHİR O.M.,4004370676.0,598276874.0,686189917.0,40.9780898034524,29.1027946297998,0,İÇERENKÖY,ATAŞEHİR,4.0,1.0,NİTELİKLİ,OK,VC,10.10.2023,6800/50030219,ÖZEL HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ATAŞEHİR O.M.,4004421363.0,599195061.0,686992336.0,40.965567316921,29.122808682527,0,FINDIKLI,MALTEPE,6.0,1.0,NİTELİKLİ,OK,VC,20.11.2023,6800/50030259,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,BEYKOZ O.M.,4012820168.0,594173927.0,682709455.0,41.130603114143,29.0996287576854,0,GÜMÜŞSUYU,BEYKOZ,9.0,1.0,NİTELİKLİ,OK,ZM,26.04.2023,6800/50030245,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
KARADENİZ DAĞ. OP. M,BEYKOZ O.M.,4012887082.0,596154784.0,684396328.0,41.1962083935419,29.2589626838845,0,RİVA,BEYKOZ,9.0,1.0,NİTELİKLİ,OK,VC,21.07.2023,6800/50030245,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4004213919.0,592266446.0,681053518.0,41.0230526642963,29.1793726159743,0,MEHMET AKİF,ÇEKMEKÖY,7.0,1.0,NİTELİKLİ,OK,VC,20.01.2023,6800/50030252,ELEKTRONİK SAYAÇ ANADEPOYA GİDECEK,CİHAZ DEĞİŞİMİ,SAYACA MÜDAHELE.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4003887378.0,593459493.0,682107774.0,41.0168786448833,29.1769551366054,0,NECİP FAZIL,ÜMRANİYE,6.0,1.0,NİTELİKLİ,OK,VC,14.03.2023,6800/50030252,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4012802258.0,593980628.0,682548449.0,41.0223619267344,29.1356838494539,0,IHLAMURKUYU,ÜMRANİYE,9.0,1.0,NİTELİKLİ,OK,VC,07.04.2023,6800/50030254,KAYITTA OLMAYAN SAYAÇ(TESİSATLI).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4012816638.0,594048293.0,682604248.0,41.0219991384074,29.1757863610983,0,NECİP FAZIL,ÜMRANİYE,9.0,1.0,NİTELİKLİ,OK,ZM,24.04.2023,6800/50030254,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4012847671.0,594876398.0,683296060.0,41.05828289999999,29.1332489,0,BAKLACI,BEYKOZ,8.0,1.0,NİTELİKLİ,OK,VC,31.05.2023,6800/50030252,HATTAN DA KESİLMELİ,DİĞER SONUÇLAR,ŞEBEKEDEN KAÇAK HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4010256012.0,597355289.0,685397284.0,41.0267516098634,29.1756226229244,0,MİMAR SİNAN,ÇEKMEKÖY,2.0,1.0,NİTELİKLİ,OK,ZM,11.09.2023,6800/50030254,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4005342899.0,597482755.0,685506972.0,41.1104721835714,29.1478566385714,0,GÖRELE,BEYKOZ,6.0,1.0,NİTELİKLİ,OK,VC,11.09.2023,6800/50030254,ŞEBEKEDEN KAÇAK HAT.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4012944701.0,597812402.0,685790140.0,41.0099414592948,29.1670004189313,0,ESENŞEHİR,ÜMRANİYE,9.0,1.0,NİTELİKLİ,OK,VC,22.09.2023,6800/50030252,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4012944702.0,597812526.0,685790193.0,41.0099473335232,29.1670074994215,0,ESENŞEHİR,ÜMRANİYE,9.0,1.0,NİTELİKLİ,OK,VC,22.09.2023,6800/50030252,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
BOĞAZ DAĞ. OP. MÜD.,ÇEKMEKÖY O.M.,4006033831.0,599559367.0,687296098.0,41.0167670740701,29.1258126514135,0,ÇAKMAK,ÜMRANİYE,6.0,2.0,NİTELİKLİ,OK,ZM,13.12.2023,6800/50030252,SAYAÇSIZ/BAĞLANTISIZ ENERJİ KULLANIMI.,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KADIKÖY O.M.,4012791563.0,593594120.0,682221725.0,40.9719372811644,29.039283530247,0,FENERBAHÇE,KADIKÖY,9.0,1.0,NİTELİKLİ,OK,ZM,22.03.2023,6800/50030212,KAYITTA OLMAYAN SAYAÇ(TESİSATSIZ).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
MARMARA DAĞ. OP. MÜD,KADIKÖY O.M.,4012922633.0,597118681.0,685196146.0,40.9970691734233,29.0288485091786,0,RASİMPAŞA,KADIKÖY,9.0,1.0,NİTELİKLİ,OK,ZM,28.08.2023,6800/50030217,KAYITTA OLMAYAN SAYAÇ(TESİSATLI).,KAÇAK,KAÇAKTAN KESİLDİ.,KAÇAK,Tayin edilmedi,Tayin edilmedi
